"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Djibouti","DJI","Land area (sq. km)","AG.LND.TOTL.K2","","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","23180","",
"Dominica","DMA","Land area (sq. km)","AG.LND.TOTL.K2","","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","",
"Denmark","DNK","Land area (sq. km)","AG.LND.TOTL.K2","","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42370","42380","42380","42380","42380","42380","42380","42380","42380","42390","42390","42390","42390","42390","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","42430","41990","41990","41990","41990","41990","41990","41990","",
"Dominican Republic","DOM","Land area (sq. km)","AG.LND.TOTL.K2","","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","48310","",
"Algeria","DZA","Land area (sq. km)","AG.LND.TOTL.K2","","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","2381740","",
"East Asia & Pacific (excluding high income)","EAP","Land area (sq. km)","AG.LND.TOTL.K2","","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928630","15928600","15928560","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15928540","15929420","15929420","15929420","15929420","15929410","15929400","15929400","15929400","15929400","15914960","15914984.375","15914443.125","15913962.5","15913842.5","15913781.875","15913891.25","15913940.625","15913730.625","15913721.25","15913681.25","15913711.25","15913571.25","15913501.25","15913501.25","15913501.25","15913500","15913500","15913500","",
"Early-demographic dividend","EAR","Land area (sq. km)","AG.LND.TOTL.K2","","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145132.9980469","33145102.9980469","33145062.9980469","33145042.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33144912.9980469","33145612.9980469","33145632.9980469","33145632.9980469","33138710","33138710","33138710","33138710","33110230","33110230","33110580","33110580","33110580","33110400","33108586.9995117","33108536.9995117","33108706.9995117","33108776.9995117","33108576.9995117","33109106.9995117","33109058.9994812","33109093.9994812","33108956.9995117","33108886.9995117","33107713.9955902","33107724.9995422","33107751.999054","33107751.999054","33107751.999054","",
"East Asia & Pacific","EAS","Land area (sq. km)","AG.LND.TOTL.K2","","24402270","24402270","24402270","24402270","24402270","24402270","24402270","24402270","24402270","24402270","24402270","24402170","24402140","24402100","24401970","24401970","24401860","24401860","24401860","24401760","24401860","24401650","24401650","24400150","24400050","24400150","24400050","24400050","24400050","24400050","24401850","24401850","24401850","24401850","24401900","24401790","24401790","24401790","24401790","24387350","24387660.374999","24387175.1250005","24386716.49997","24386619.5000148","24386588.8750148","24386733.8500142","24386824.8250008","24386689.8250008","24386750.7500005","24386902.9499698","24386930.1500154","24386917.1499848","24386964.5460629","24386970.550015","24386985.6500149","24396748.4039211","24396748.4039211","24396748.4039211","",
"Europe & Central Asia (excluding high income)","ECA","Land area (sq. km)","AG.LND.TOTL.K2","","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22639404","22638414","22638414","22638524","22638524.0019531","22634834.0019531","22630024.0019531","22627044.0019531","22626654.0019531","22627344.0019531","22629919.0019531","22636742","22629562","22628661.0039063","22627484.9980469","22627599.0019531","22627899.0019531","22627977","22624344.0019531","22623996.0039063","22623124.0019531","22623139.0019531","22623202.9960938","22623334.9980469","22623194.9980469","22623224.0117188","22622129.0019531","22622148.0058594","22622175.0078125","22622175.0078125","22611288.0078125","",
"Europe & Central Asia","ECS","Land area (sq. km)","AG.LND.TOTL.K2","","27358694.0005417","27358674.0005417","27358684.0005417","27358684.0005417","27358674.0005417","27358664.0005417","27358654.0005417","27358644.0005417","27358644.0005417","27358634.0005417","27358624.0005417","27358624.0005417","27358624.0005417","27358594.0005417","27358474.0005417","27358394.0005417","27358374.0005417","27358374.0005417","27358344.0005417","27358264.0005417","27358244.0005417","27358234.0005417","27358194.0005417","27358204.9990768","27358204.9990768","27358204.9990768","27358214.9990768","27358204.9990768","27357214.9990768","27357214.9990768","27357324.9990768","27357365.0020065","27353655.0020065","27348835.0020065","27345845.0020065","27345514.0034714","27414853.0024948","27417327.0039597","27424109.00103","27448988.9766159","27447556.981987","27446859.9751511","27447382.9805222","27447431.9795456","27447357.9780808","27443073.9790573","27442782.9805222","27441352.1785202","27442170.777153","27443589.1707077","27443456.9685593","27440139.6760788","27441415.2022018","27440239.5967331","27439683.2026901","27440113.5884323","27440113.5884323","27429224.5884323","",
"Ecuador","ECU","Land area (sq. km)","AG.LND.TOTL.K2","","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","276840","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","248360","",
"Egypt, Arab Rep.","EGY","Land area (sq. km)","AG.LND.TOTL.K2","","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","995450","",
"Euro area","EMU","Land area (sq. km)","AG.LND.TOTL.K2","","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645872.015625","2645842.015625","2645722.015625","2645662.015625","2645632.015625","2645622.015625","2645632.015625","2645562.015625","2645552.015625","2645552.015625","2645522.015625","2645532.015625","2645532.015625","2645532.015625","2645532.015625","2645532.015625","2645532.015625","2645532.015625","2645532.015625","2645532.01660156","2645522.01660156","2645512.01660156","2645502.01660156","2645492.01660156","2645452.01660156","2645422.01660156","2645382.01660156","2677622.99316406","2677092.99316406","2677572.99316406","2678032.99316406","2677652.99316406","2677512.99316406","2676882.99316406","2676940.99121094","2676402.19116211","2676305.78979492","2677670.18920898","2677455.98510742","2677738.69262695","2679126.18164063","2679095.5859375","2678530.18798828","2678923.57177734","2678923.57177734","2678923.57177734","",
"Eritrea","ERI","Land area (sq. km)","AG.LND.TOTL.K2","","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","101000","",
"Spain","ESP","Land area (sq. km)","AG.LND.TOTL.K2","","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499780","499750","499630","499570","499540","499530","499540","499470","499460","499460","499430","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499440","499000","498520","499040","499210","499180","499090","498980","499110","498800","498660","500010","499880","500210","500210","500210","499661.015625","499563.984375","499563.984375","499563.984375","",
"Estonia","EST","Land area (sq. km)","AG.LND.TOTL.K2","","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","42390","43470","43470","43470","43470","43470","43470","",
"Ethiopia","ETH","Land area (sq. km)","AG.LND.TOTL.K2","","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","",
"European Union","EUU","Land area (sq. km)","AG.LND.TOTL.K2","","4210992.015625","4210972.015625","4210982.015625","4210982.015625","4210972.015625","4210962.015625","4210952.015625","4210942.015625","4210942.015625","4210932.015625","4210922.015625","4210922.015625","4210922.015625","4210892.015625","4210772.015625","4210692.015625","4210672.015625","4210672.015625","4210642.015625","4210562.015625","4210542.015625","4210532.015625","4210492.015625","4210502.015625","4210502.015625","4210502.015625","4210512.015625","4210502.015625","4209512.015625","4209512.015625","4209622.015625","4209662.01660156","4209642.01660156","4209682.01660156","4209652.01660156","4209742.01660156","4209652.01660156","4209612.01660156","4209582.01660156","4241752.99316406","4241222.99316406","4240032.99316406","4240492.99316406","4240282.99316406","4239992.99316406","4239332.99316406","4239280.99121094","4238732.19116211","4239645.78979492","4240990.18920898","4240845.98510742","4237518.69262695","4238896.18164063","4238865.5859375","4238290.18798828","4238693.57177734","4238693.57177734","4238693.57177734","",
"Fragile and conflict affected situations","FCS","Land area (sq. km)","AG.LND.TOTL.K2","","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12937278.000061","12936878.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12936478.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937358.000061","12937168.000061","12937028.000061","12936968.000061","12937138.000061","12937198.000061","12936988.000061","12933928.000061","12933878.000061","12933908.000061","12933768.000061","12933506.0078735","12933506.0078735","12933506.0078735","12933506.0078735","12933506.0078735","12922619.0078735","",
"Finland","FIN","Land area (sq. km)","AG.LND.TOTL.K2","","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304590","304110","304090","303900","303900","303900","303890","303890","303890","303890","303910","303910","303910","303910","",
"Fiji","FJI","Land area (sq. km)","AG.LND.TOTL.K2","","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","18270","",
"France","FRA","Land area (sq. km)","AG.LND.TOTL.K2","","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.015625","547566.9921875","547566.9921875","547566.9921875","547866.9921875","547566.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","547556.9921875","",
"Faroe Islands","FRO","Land area (sq. km)","AG.LND.TOTL.K2","","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","1396.00006103516","",
"Micronesia, Fed. Sts.","FSM","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","",
"Gabon","GAB","Land area (sq. km)","AG.LND.TOTL.K2","","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","257670","",
"United Kingdom","GBR","Land area (sq. km)","AG.LND.TOTL.K2","","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","241930","",
"Georgia","GEO","Land area (sq. km)","AG.LND.TOTL.K2","","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","69490","",
"Ghana","GHA","Land area (sq. km)","AG.LND.TOTL.K2","","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","227540","",
"Gibraltar","GIB","Land area (sq. km)","AG.LND.TOTL.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","",
"Guinea","GIN","Land area (sq. km)","AG.LND.TOTL.K2","","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","245720","",
"Gambia, The","GMB","Land area (sq. km)","AG.LND.TOTL.K2","","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","10120","",
"Guinea-Bissau","GNB","Land area (sq. km)","AG.LND.TOTL.K2","","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","28120","",
"Equatorial Guinea","GNQ","Land area (sq. km)","AG.LND.TOTL.K2","","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","28050","",
"Greece","GRC","Land area (sq. km)","AG.LND.TOTL.K2","","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","128900","",
"Grenada","GRD","Land area (sq. km)","AG.LND.TOTL.K2","","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","340","",
"Greenland","GRL","Land area (sq. km)","AG.LND.TOTL.K2","","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","341700","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","410450","",
"Guatemala","GTM","Land area (sq. km)","AG.LND.TOTL.K2","","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","107160","",
"Guam","GUM","Land area (sq. km)","AG.LND.TOTL.K2","","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","540","",
"Guyana","GUY","Land area (sq. km)","AG.LND.TOTL.K2","","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","196850","",
"High income","HIC","Land area (sq. km)","AG.LND.TOTL.K2","","35048728.4317926","35048708.4317926","35048718.4317926","35048718.4317926","35048708.4317926","35048698.4317926","35048688.4317926","35048678.4317926","35048678.4317926","35048668.4317926","35048658.4317926","35048558.4317926","35048558.4317926","35048528.4317926","35048298.4317926","35048218.4317926","35048088.4317926","35048088.4317926","35048058.4317926","35047788.4317926","35047868.4317926","35047648.4317926","35047608.4317926","35046119.4303278","35046019.4303278","35046119.4303278","35046029.4303278","35046019.4303278","35046019.4303278","35046019.4303278","35046939.4303278","35046999.4313044","35046979.4313044","35046969.4313044","35047019.4313044","35046978.4327692","35115627.4317926","35115526.4332575","35115485.4322809","35150505.4078669","35150260.4093307","35150795.4083556","35151236.4097899","35151018.4088582","35150906.4093465","35150291.0083693","35150399.6078676","35135425.8078188","35136299.7064513","35137848.3058042","35137586.3017482","35134539.0092677","35135902.917797","35135829.3260306","35135276.0281271","35145443.4158224","35145443.4158224","35144909.0158224","",
"Hong Kong SAR, China","HKG","Land area (sq. km)","AG.LND.TOTL.K2","","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1020","1010","1010","1000","1000","1000","1000","1000","990","990","990","990","990","990","990","990","990","990","990","990","990","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","1050","",
"Honduras","HND","Land area (sq. km)","AG.LND.TOTL.K2","","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","111890","",
"Heavily indebted poor countries (HIPC)","HPC","Land area (sq. km)","AG.LND.TOTL.K2","","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378481.000061","17378081.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17377821.000061","17378531.000061","17378786.000061","17378786.000061","17378791.000061","17378791.000061","17378791.000061","17378791.000061","17378791.000061","17378791.000061","",
"Croatia","HRV","Land area (sq. km)","AG.LND.TOTL.K2","","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55910","55980","55980","55910","55910","55910","55910","55910","55910","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","55960","",
"Haiti","HTI","Land area (sq. km)","AG.LND.TOTL.K2","","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","27560","",
"Hungary","HUN","Land area (sq. km)","AG.LND.TOTL.K2","","90040","90020","90030","90030","90020","90010","90000","89990","89990","89980","89970","89970","89970","89970","89970","89950","89960","89970","89920","89910","89900","89890","89880","89880","89880","89880","89880","89870","89870","89870","89870","89870","89860","89860","89860","89860","89800","89800","89800","89620","89620","89620","89620","89620","89610","89610","89610","89610","90530","90530","90530","90530","90530","90530","90530","90530","90530","90530","",
"IBRD only","IBD","Land area (sq. km)","AG.LND.TOTL.K2","","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441469.03125","69441399.03125","69441359.03125","69441339.03125","69441209.03125","69441209.03125","69441209.03125","69441209.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69441119.03125","69440129.03125","69440129.03125","69440699.03125","69440699.0332031","69436929.0332031","69432129.0332031","69429149.0332031","69428819.0332031","69429519.0332031","69403554.0332031","69410387.03125","69388787.03125","69387910.4101563","69386193.1542969","69385786.5332031","69386216.5332031","69386283.90625","69382640.2832031","69382291.6601563","69381399.6582031","69378885.2832031","69378989.2773438","69379071.2792969","69378911.2792969","69378718.3007813","69378787.2949219","69378792.2949219","69378808.046875","69378808.046875","69378808.046875","",
"IDA & IBRD total","IBT","Land area (sq. km)","AG.LND.TOTL.K2","","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411800.0293579","93411730.0293579","93411290.0293579","93411010.0293579","93410880.0293579","93410880.0293579","93410880.0293579","93410880.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93410790.0293579","93409800.0293579","93409800.0293579","93411250.0293579","93411250.031311","93407560.031311","93395827.0332642","93392837.0332642","93392507.0332642","93393197.0332642","93367222.0332642","93374045.031311","93352775.031311","93351898.4102173","93350181.1543579","93349574.5332642","93348191.5327759","93348208.9058228","93344735.2827759","93344446.659729","93343344.6577759","93340820.2827759","93341544.2769165","93341911.2788696","93341621.2788696","93341383.300354","93340268.2905884","93340287.2944946","93340340.0459595","93340340.0459595","93329453.0459595","",
"IDA total","IDA","Land area (sq. km)","AG.LND.TOTL.K2","","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23970330.9981079","23969930.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23969670.9981079","23970550.9981079","23970550.9981079","23970630.9981079","23963698.000061","23963688.000061","23963688.000061","23963678.000061","23963668.000061","23963658.000061","23963988.000061","23963988.000061","23963988.000061","23963788.000061","23961974.9995728","23961924.9995728","23962094.9995728","23962154.9995728","23961944.9995728","23961934.9995728","23962554.9995728","23962839.9995728","23962709.9995728","23962664.9995728","23961480.9956665","23961494.9995728","23961531.9990845","23961531.9990845","23950644.9990845","",
